team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Paris Saint-Germain FC,PSG,2024/2025,France,17,9,8,0,11,6,5,1,1,0,5,2,3,2,2.11,1.88,15,9,9,1,38,15,23,53,32,21,24,14,8,7,16,7,40,34,51,102,101,102,7,3,4,7,5,2,3,1,2,11,5,6,103,67,36,19,8,11,63,67,59,292,179,113,130,77,53,162,102,60,144,70,74,17,7,10,7,3,4,10,4,6,9,3,6,5,5,0,3,1,2,1.88,1.56,2.25,3.12,3.56,2.63,2.24,2.67,1.75,0.88,0.89,0.88,1.41,1.11,1.75,1,0.78,1.25,0.41,0.33,0.5,17,12,10,6,5,2,9,7,6,4,3,2,8,5,4,2,2,0,0,5,7,11,12,15,0,2,3,5,6,7,0,3,4,6,6,8,100,71,59,35,29,12,100,78,67,44,33,22,100,63,50,25,25,0,0,29,41,65,71,88,0,22,33,56,67,78,0,37,50,75,75,100,14,8,2,6,4,0,8,4,2,82,47,12,67,44,0,100,50,25,65,67,63,9,41,33,50,41,56,25,18,11,25,65,56,75,11,6,5,65,67,63,6,4,2,35,44,25,3,2,1,18,22,13,53,33,75,29,56,0,18,11,25,6.44,8.38,4.50,1.12,0.89,1.38,69,63,63,50,25,25,25,25,2.20,2.75,1.72,1.25,0.92,1.53,88,2,7,4,3,2,5,4,5,6,0,2,0,5,1,3,0,2,2,6,11,0,29,22,38,25
SL Benfica,Benfica,2024/2025,Portugal,12,6,6,0,5,1,4,2,2,0,5,3,2,1.42,0.83,2,16,13,13,15,21,19,2,40,24,16,12,9,12,7,0,2,51,45,60,57,45,77,4,2,2,6,3,3,3,2,1,6,3,3,55,37,18,30,17,13,45,47,43,152,82,70,77,50,27,75,32,43,122,74,48,9,5,4,8,4,4,1,1,0,4,2,2,5,3,2,3,1,2,1.42,1.5,1.33,3.33,4,2.67,1.75,2,1.5,1.58,2,1.17,1.42,1.5,1.33,0.75,0.83,0.67,0.67,0.67,0.67,11,8,7,6,3,2,5,4,4,4,2,2,6,4,3,2,1,0,1,4,5,6,9,10,1,2,2,2,4,4,0,2,3,4,5,6,92,67,58,50,25,17,83,67,67,67,33,33,100,67,50,33,17,0,8,33,42,50,75,83,17,33,33,33,67,67,0,33,50,67,83,100,8,5,2,4,3,1,4,2,1,67,42,17,67,50,17,67,33,17,42,17,67,-7,33,33,33,50,50,50,25,33,17,50,50,50,7,3,4,58,50,67,6,3,3,50,50,50,3,2,1,25,33,17,33,33,33,42,50,33,25,17,33,5.00,6.17,3.60,2.5,2.83,2.17,82,82,64,55,27,18,18,18,1.68,1.80,1.54,1.61,1.47,1.78,100,2,3,4,0,2,1,2,3,4,0,4,1,2,1,1,4,1,5,17,33,0,42,50,33,9
FC Shakhtar Donetsk,Shakhtar Donetsk,2024/2025,Ukraine,8,4,4,0,2,2,0,1,0,1,5,2,3,0.88,1.5,0.25,27,14,14,45,8,16,-8,24,14,10,5,3,9,7,-4,-4,90,72,120,45,40,51,2,1,1,4,2,2,3,1,2,3,2,1,31,19,12,15,5,10,45,45,46,64,38,26,30,19,11,34,19,15,91,52,39,7,5,2,8,5,3,-1,0,-1,3,2,1,1,0,1,4,2,2,1.25,1.5,1,3,3.5,2.5,1,1.25,0.75,2,2.25,1.75,1.88,2.5,1.25,0.88,1.25,0.5,1,1.25,0.75,7,6,5,3,2,1,4,4,3,1,1,1,3,2,2,2,1,0,1,2,3,5,6,7,0,0,1,3,3,3,1,2,2,2,3,4,88,75,63,38,25,13,100,100,75,25,25,25,75,50,50,50,25,0,12,25,37,62,75,87,0,0,25,75,75,75,25,50,50,50,75,100,7,6,2,4,4,2,3,2,0,88,75,25,100,100,50,75,50,0,25,50,0,6,25,25,25,50,50,50,38,25,50,38,50,25,3,1,2,38,25,50,4,1,3,50,25,75,2,2,0,25,50,0,38,50,25,13,0,25,50,50,50,3.88,4.75,3.00,1.88,1.25,2.50,100,75,50,38,38,13,13,13,1.01,1.14,0.89,1.93,1.65,2.21,100,2,1,0,3,2,0,0,0,0,0,2,3,0,4,0,1,1,5,13,0,25,63,50,75,13
FC Barcelona,FC Barcelona,2024/2025,Spain,14,7,7,0,9,5,4,2,2,0,3,0,3,2.07,2.43,1.71,2,15,15,4,43,24,19,67,31,36,24,19,7,17,17,2,29,26,33,53,90,37,4,3,1,10,4,6,0,0,0,9,6,3,67,36,31,18,1,17,62,64,59,187,91,96,105,52,53,82,39,43,121,50,71,17,13,4,12,4,8,5,9,-4,6,5,1,5,2,3,3,0,3,1.64,2.43,0.86,4.79,4.43,5.14,3.07,3.43,2.71,1.71,1,2.43,2.07,2.43,1.71,1.21,1.86,0.57,0.86,0.57,1.14,14,13,13,11,7,4,7,7,7,6,3,1,7,6,6,5,4,3,0,1,1,3,7,10,0,0,0,1,4,6,0,1,1,2,3,4,100,93,93,79,50,29,100,100,100,86,43,14,100,86,86,71,57,43,0,7,7,21,50,71,0,0,0,14,57,86,0,14,14,29,43,57,11,8,6,6,4,4,5,4,2,79,57,43,86,57,57,71,57,29,64,71,57,27,29,43,14,71,57,86,0,0,0,64,86,43,6,4,2,43,57,29,5,1,4,36,14,57,6,3,3,43,43,43,43,71,14,36,29,43,21,0,43,5.15,6.00,4.43,1.29,0.14,2.43,85,85,69,62,38,31,8,8,1.89,2.00,1.79,1.32,0.92,1.66,129,3,3,4,4,5,8,5,5,6,2,4,5,0,2,1,3,4,2,14,29,0,21,0,43,8
Real Madrid CF,Real Madrid,2024/2025,Spain,14,7,7,0,8,5,3,0,0,0,6,2,4,1.71,2.14,1.29,12,16,16,10,29,22,7,51,31,20,20,9,11,11,9,-2,43,31,70,57,57,57,1,0,1,9,7,2,4,0,4,6,4,2,93,62,31,34,15,19,53,56,50,205,118,87,102,59,43,103,59,44,162,82,80,8,6,2,9,5,4,-1,1,-2,3,2,1,6,3,3,5,2,3,1.07,1.29,0.86,3.64,4.43,2.86,2.07,2.86,1.29,1.57,1.57,1.57,1.21,1.57,0.86,0.57,0.86,0.29,0.64,0.71,0.57,14,12,11,7,4,2,7,7,7,5,2,2,7,5,4,2,2,0,0,2,3,7,10,12,0,0,0,2,5,5,0,2,3,5,5,7,100,86,79,50,29,14,100,100,100,71,29,29,100,71,57,29,29,0,0,14,21,50,71,86,0,0,0,29,71,71,0,29,43,71,71,100,10,6,1,5,5,1,5,1,0,71,43,7,71,71,14,71,14,0,57,71,43,0,7,0,14,64,100,29,29,0,57,43,57,29,7,4,3,50,57,43,8,3,5,57,43,71,3,2,1,21,29,14,21,29,14,43,43,43,36,29,43,6.64,8.86,4.43,2.43,2.14,2.71,93,79,71,64,64,56,50,28,1.82,2.09,1.54,1.68,1.45,1.90,107,3,0,3,2,2,7,3,2,7,1,2,1,3,2,2,4,4,3,0,0,0,43,29,57,21
Juventus FC,Juventus,2024/2025,Italy,10,5,5,0,4,3,1,3,0,3,3,2,1,1.5,1.8,1.2,20,19,19,23,12,11,1,23,12,11,7,5,5,6,2,-1,75,64,90,82,90,75,3,1,2,5,2,3,4,2,2,3,3,0,39,20,19,17,4,13,51,48,55,110,59,51,49,29,20,61,30,31,113,48,65,3,3,0,3,1,2,0,2,-2,2,2,0,5,2,3,3,1,2,1.1,1.6,0.6,2.3,2.4,2.2,1.2,1.4,1,1.1,1,1.2,0.6,0.8,0.4,0.3,0.6,0,0.3,0.2,0.4,8,7,4,3,1,0,5,4,2,1,0,0,3,3,2,2,1,0,2,3,6,7,9,10,0,1,3,4,5,5,2,2,3,3,4,5,80,70,40,30,10,0,100,80,40,20,0,0,60,60,40,40,20,0,20,30,60,70,90,100,0,20,60,80,100,100,40,40,60,60,80,100,5,1,0,3,1,0,2,0,0,50,10,0,60,20,0,40,0,0,40,60,20,13,30,20,40,50,40,60,40,40,40,30,60,0,7,4,3,70,80,60,8,3,5,80,60,100,0,0,0,0,0,0,20,40,0,50,40,60,30,20,40,3.90,4.00,3.80,1.7,0.8,2.60,70,60,50,40,20,10,10,10,1.39,1.48,1.31,1.62,1.66,1.59,30,0,0,2,1,1,3,2,1,2,0,1,2,0,0,2,1,2,2,30,0,60,30,40,20,0
Manchester City FC,Manchester City,2024/2025,England,10,5,5,0,3,2,1,2,2,0,5,1,4,1.1,1.6,0.6,22,20,20,31,21,20,1,41,20,21,13,8,7,13,6,-5,43,35,56,45,64,35,3,2,1,6,3,3,2,1,1,6,3,3,75,32,43,11,3,8,64,66,61,141,72,69,77,39,38,64,33,31,79,35,44,6,3,3,4,1,3,2,2,0,4,3,1,4,1,3,2,1,1,1.6,2,1.2,4.1,4,4.2,2.1,2.6,1.6,2,1.4,2.6,1,0.8,1.2,0.6,0.6,0.6,0.4,0.2,0.6,9,9,8,8,5,2,4,4,4,4,3,1,5,5,4,4,2,1,1,1,2,2,5,8,1,1,1,1,2,4,0,0,1,1,3,4,90,90,80,80,50,20,80,80,80,80,60,20,100,100,80,80,40,20,10,10,20,20,50,80,20,20,20,20,40,80,0,0,20,20,60,80,7,3,0,4,0,0,3,3,0,70,30,0,80,0,0,60,60,0,30,40,20,27,30,40,20,60,60,60,20,20,20,60,60,60,7,4,3,70,80,60,5,2,3,50,40,60,1,0,1,10,0,20,40,60,20,40,20,60,20,20,20,7.50,6.40,8.60,1.1,0.6,1.60,90,80,60,60,60,50,20,20,2.02,2.05,1.98,1.37,1.29,1.46,160,3,2,0,0,3,5,3,3,2,1,0,0,2,3,4,1,4,5,20,40,0,50,20,80,20
Club Brugge KV,Club Brugge,2024/2025,Belgium,12,6,6,0,5,3,2,2,1,1,5,2,3,1.42,1.67,1.17,24,22,22,18,13,19,-6,32,14,18,6,7,8,11,-2,-4,83,90,77,57,68,49,3,2,1,7,3,4,3,2,1,6,2,4,35,20,15,23,7,16,44,46,41,119,65,54,56,28,28,63,37,26,104,56,48,9,3,6,4,3,1,5,0,5,4,0,4,7,6,1,1,0,1,1.58,1,2.17,2.67,2.33,3,1.08,1,1.17,1.58,1.33,1.83,1.08,1,1.17,0.75,0.5,1,0.33,0.5,0.17,11,9,8,4,0,0,5,4,4,1,0,0,6,5,4,3,0,0,1,3,4,8,12,12,1,2,2,5,6,6,0,1,2,3,6,6,92,75,67,33,0,0,83,67,67,17,0,0,100,83,67,50,0,0,8,25,33,67,100,100,17,33,33,83,100,100,0,17,33,50,100,100,8,4,1,3,3,0,5,1,1,67,33,8,50,50,0,83,17,17,42,50,33,5,25,33,17,58,50,67,25,33,17,50,33,67,8,3,5,67,50,83,5,3,2,42,50,33,3,3,0,25,50,0,33,0,67,58,100,17,8,0,17,2.92,3.33,2.50,1.92,1.17,2.67,50,42,25,8,8,8,8,8,1.16,1.25,1.07,1.58,1.21,1.95,108,1,2,4,0,2,2,0,0,2,2,0,0,1,3,3,3,3,4,17,17,17,42,33,50,0
Sporting Clube de Portugal,Sporting CP,2024/2025,Portugal,10,5,5,0,3,2,1,3,1,2,4,2,2,1.2,1.4,1,23,29,29,27,13,15,-2,28,18,10,8,5,10,5,-2,0,69,56,90,60,45,90,3,1,2,6,3,3,2,1,1,3,1,2,40,21,19,17,11,6,49,46,51,119,65,54,55,36,19,64,29,35,104,57,47,4,2,2,8,5,3,-4,-3,-1,2,1,1,4,2,2,4,2,2,1,1,1,2.8,3.6,2,1.3,1.6,1,1.5,2,1,1.2,1.4,1,0.4,0.4,0.4,0.8,1,0.6,9,9,5,2,2,1,5,5,3,2,2,1,4,4,2,0,0,0,1,1,5,8,8,9,0,0,2,3,3,4,1,1,3,5,5,5,90,90,50,20,20,10,100,100,60,40,40,20,80,80,40,0,0,0,10,10,50,80,80,90,0,0,40,60,60,80,20,20,60,100,100,100,8,3,1,4,2,1,4,1,0,80,30,10,80,40,20,80,20,0,30,40,20,-5,30,20,40,60,60,60,20,20,20,30,20,40,4,2,2,40,40,40,6,3,3,60,60,60,2,1,1,20,20,20,20,20,20,40,40,40,40,40,40,4.00,4.20,3.80,1.7,2.2,1.20,70,70,60,50,50,20,0,0,1.42,1.55,1.28,1.59,1.58,1.59,80,1,0,1,2,3,1,1,3,1,2,2,3,0,1,1,2,1,3,30,20,40,40,40,40,0
Club Atlético de Madrid,Atlético Madrid,2024/2025,Spain,10,5,5,0,7,4,3,0,0,0,3,1,2,2.1,2.4,1.8,5,30,30,11,22,14,8,36,15,21,9,13,6,8,3,5,41,50,35,64,75,56,2,1,1,7,4,3,1,0,1,5,3,2,52,36,16,20,14,6,48,48,47,114,66,48,58,31,27,56,35,21,102,51,51,12,5,7,5,2,3,7,3,4,5,3,2,3,1,2,2,1,1,1.8,2,1.6,3.6,3,4.2,2.2,1.8,2.6,1.4,1.2,1.6,1.7,1.4,2,1.2,1,1.4,0.5,0.4,0.6,10,9,9,5,2,1,5,4,4,2,0,0,5,5,5,3,2,1,0,1,1,5,8,9,0,1,1,3,5,5,0,0,0,2,3,4,100,90,90,50,20,10,100,80,80,40,0,0,100,100,100,60,40,20,0,10,10,50,80,90,0,20,20,60,100,100,0,0,0,40,60,80,10,6,1,5,2,0,5,4,1,100,60,10,100,40,0,100,80,20,70,80,60,-2,20,20,20,70,80,60,10,0,20,50,60,40,5,3,2,50,60,40,2,1,1,20,20,20,3,1,2,30,20,40,50,60,40,30,20,40,20,20,20,5.20,7.20,3.20,2,2.8,1.20,70,60,60,40,20,10,10,10,1.49,1.70,1.28,1.50,1.23,1.77,80,3,4,1,1,3,3,2,0,5,2,2,0,0,1,3,1,2,3,0,0,0,30,20,40,10
PSV Eindhoven,PSV,2024/2025,Netherlands,12,6,6,0,5,4,1,3,1,2,4,1,3,1.5,2.17,0.83,14,32,32,13,23,24,-1,47,28,19,15,8,13,11,2,-3,47,36,68,45,41,49,1,1,0,10,5,5,1,0,1,5,3,2,68,38,30,26,14,12,55,59,51,189,115,74,90,59,31,99,56,43,135,74,61,12,7,5,13,7,6,-1,0,-1,5,3,2,1,1,0,6,2,4,1.33,1.67,1,3.92,4.67,3.17,1.92,2.5,1.33,2,2.17,1.83,2.08,2.33,1.83,1,1.17,0.83,1.08,1.17,1,12,11,9,8,4,1,6,6,5,5,3,1,6,5,4,3,1,0,0,1,3,4,8,11,0,0,1,1,3,5,0,1,2,3,5,6,100,92,75,67,33,8,100,100,83,83,50,17,100,83,67,50,17,0,0,8,25,33,67,92,0,0,17,17,50,83,0,17,33,50,83,100,11,7,4,5,4,2,6,3,2,92,58,33,83,67,33,100,50,33,42,67,17,11,8,17,0,83,83,83,8,0,17,42,50,33,5,3,2,42,50,33,5,2,3,42,33,50,3,2,1,25,33,17,42,50,33,8,17,0,50,33,67,5.67,6.33,5.00,2.17,2.33,2.00,83,83,75,57,42,33,25,25,1.92,2.38,1.47,1.59,1.32,1.87,133,0,4,1,3,4,2,1,1,6,2,1,4,5,3,2,1,3,3,25,17,33,33,17,50,17
Liverpool FC,Liverpool,2024/2025,England,10,5,5,0,8,4,4,0,0,0,2,1,1,2.4,2.4,2.4,1,36,36,8,18,6,12,24,12,12,10,8,2,4,8,4,50,45,56,150,225,113,6,3,3,3,1,2,1,1,0,8,4,4,53,29,24,21,10,11,51,53,49,135,73,62,71,34,37,64,39,25,107,62,45,7,2,5,5,1,4,2,1,1,4,2,2,4,2,2,2,1,1,1.6,1.6,1.6,2.4,2.4,2.4,1.8,2,1.6,0.6,0.4,0.8,1.2,0.6,1.8,0.7,0.4,1,0.5,0.2,0.8,10,6,4,3,1,0,5,4,2,1,0,0,5,2,2,2,1,0,0,4,6,7,9,10,0,1,3,4,5,5,0,3,3,3,4,5,100,60,40,30,10,0,100,80,40,20,0,0,100,40,40,40,20,0,0,40,60,70,90,100,0,20,60,80,100,100,0,60,60,60,80,100,6,2,2,3,0,0,3,2,2,60,20,20,60,0,0,60,40,40,80,80,80,22,60,60,60,30,20,40,10,20,0,80,80,80,7,4,3,70,80,60,5,3,2,50,60,40,2,0,2,20,0,40,40,40,40,40,40,40,20,20,20,5.30,5.80,4.80,2.1,2,2.20,80,70,60,60,50,50,40,20,1.76,1.85,1.67,1.51,1.30,1.71,50,0,1,3,2,1,1,5,2,3,1,1,0,1,2,0,1,0,0,0,0,0,20,20,20,20
Aston Villa FC,Aston Villa,2024/2025,England,12,6,6,0,8,5,3,1,1,0,3,0,3,2.08,2.67,1.5,7,37,37,7,23,12,11,35,17,18,13,10,4,8,9,2,47,41,54,90,134,68,5,4,1,5,2,3,3,1,2,8,4,4,46,21,25,19,8,11,47,46,49,145,78,67,77,44,33,68,34,34,123,60,63,8,3,5,8,4,4,0,-1,1,1,0,1,9,5,4,2,1,1,1,0.83,1.17,2.92,2.83,3,1.92,2.17,1.67,1,0.67,1.33,1.33,1.17,1.5,0.67,0.5,0.83,0.67,0.67,0.67,11,8,7,5,3,1,5,4,3,2,2,1,6,4,4,3,1,0,1,4,5,7,9,11,1,2,3,4,4,5,0,2,2,3,5,6,92,67,58,42,25,8,83,67,50,33,33,17,100,67,67,50,17,0,8,33,42,58,75,92,17,33,50,67,67,83,0,33,33,50,83,100,7,6,2,2,2,2,5,4,0,58,50,17,33,33,33,83,67,0,67,83,50,23,42,67,17,42,33,50,25,17,33,67,67,67,6,4,2,50,67,33,6,4,2,50,67,33,5,2,3,42,33,50,8,0,17,75,83,67,17,17,17,3.83,3.50,4.17,1.58,1.33,1.83,67,67,57,42,25,17,0,0,1.51,1.65,1.37,1.51,1.26,1.77,92,4,0,1,3,1,6,2,1,5,1,2,2,3,1,1,1,0,1,8,17,0,25,0,50,0
Girona FC,Girona FC,2024/2025,Spain,8,4,4,0,1,1,0,0,0,0,7,3,4,0.38,0.75,0,33,39,39,64,5,13,-8,18,11,7,5,0,6,7,-1,-7,143,72,0,55,60,51,1,1,0,2,2,0,5,1,4,3,3,0,43,26,17,25,14,11,51,52,50,67,39,28,38,26,12,29,13,16,116,54,62,3,3,0,7,4,3,-4,-1,-3,1,1,0,3,1,2,4,2,2,0.75,1,0.5,2.25,2.75,1.75,0.63,1.25,0,1.63,1.5,1.75,1.25,1.75,0.75,0.38,0.75,0,0.88,1,0.75,8,4,3,2,1,0,4,3,2,1,1,0,4,1,1,1,0,0,0,4,5,6,7,8,0,1,2,3,3,4,0,3,3,3,4,4,100,50,38,25,13,0,100,75,50,25,25,0,100,25,25,25,0,0,0,50,62,75,87,100,0,25,50,75,75,100,0,75,75,75,100,100,5,3,2,3,2,2,2,1,0,63,38,25,75,50,50,50,25,0,13,25,0,53,13,25,0,25,50,0,63,25,100,38,75,0,4,2,2,50,50,50,5,1,4,63,25,100,2,2,0,25,50,0,13,25,0,38,25,50,50,50,50,5.38,6.50,4.25,3.13,3.5,2.75,88,88,88,75,63,38,38,13,1.17,1.37,0.97,1.64,1.42,1.88,63,0,1,1,0,1,0,0,2,0,0,1,1,4,1,1,1,1,3,0,0,0,88,75,100,13
Feyenoord Rotterdam,Feyenoord,2024/2025,Netherlands,12,6,6,0,5,3,2,2,0,2,5,3,2,1.42,1.5,1.33,19,41,41,17,21,26,-5,47,20,27,9,12,11,15,-2,-3,51,60,45,41,49,36,2,2,0,8,2,6,2,2,0,4,3,1,45,28,17,22,11,11,42,46,39,125,66,59,59,32,27,66,34,32,124,57,67,12,6,6,13,7,6,-1,-1,0,5,3,2,1,0,1,6,3,3,1.33,1.5,1.17,3.92,3.33,4.5,1.75,1.5,2,2.17,1.83,2.5,2.08,2.17,2,1,1,1,1.08,1.17,1,12,11,9,7,4,3,6,5,4,3,1,1,6,6,5,4,3,2,0,1,3,5,8,9,0,1,2,3,5,5,0,0,1,2,3,4,100,92,75,58,33,25,100,83,67,50,17,17,100,100,83,67,50,33,0,8,25,42,67,75,0,17,33,50,83,83,0,0,17,33,50,67,12,7,4,6,3,2,6,4,2,100,58,33,100,50,33,100,67,33,42,50,33,1,17,33,0,67,33,100,17,33,0,33,50,17,3,2,1,25,33,17,5,3,2,42,50,33,4,1,3,33,17,50,42,50,33,8,0,17,50,50,50,3.75,4.67,2.83,1.83,1.83,1.83,100,83,75,67,50,25,8,8,1.26,1.35,1.16,1.71,1.65,1.78,133,3,2,3,2,2,0,1,3,5,4,1,1,3,6,4,1,5,1,17,0,33,42,50,33,0
AC Milan,AC Milan,2024/2025,Italy,10,5,5,0,5,3,2,1,1,0,4,1,3,1.6,2,1.2,13,45,45,20,15,13,2,28,14,14,8,7,6,7,2,0,60,56,64,69,75,64,1,1,0,7,4,3,2,0,2,7,5,2,50,23,27,28,15,13,53,52,54,138,75,63,70,35,35,68,40,28,107,57,50,8,5,3,6,2,4,2,3,-1,5,4,1,2,0,2,3,1,2,1.7,2.4,1,2.8,2.8,2.8,1.5,1.6,1.4,1.3,1.2,1.4,1.4,1.4,1.4,0.8,1,0.6,0.6,0.4,0.8,10,7,6,4,1,0,5,4,3,2,0,0,5,3,3,2,1,0,0,3,4,6,9,10,0,1,2,3,5,5,0,2,2,3,4,5,100,70,60,40,10,0,100,80,60,40,0,0,100,60,60,40,20,0,0,30,40,60,90,100,0,20,40,60,100,100,0,40,40,60,80,100,9,3,2,5,1,1,4,2,1,90,30,20,100,20,20,80,40,20,50,60,40,8,10,20,0,70,80,60,20,0,40,70,100,40,5,4,1,50,80,20,3,0,3,30,0,60,3,1,2,30,20,40,50,80,20,20,0,40,30,20,40,5.00,4.60,5.40,2.8,3,2.60,100,80,70,40,30,20,10,0,1.74,1.79,1.69,1.54,1.40,1.67,70,2,1,1,3,1,1,2,3,1,1,1,3,0,1,3,2,1,1,10,20,0,40,20,60,0
